ID,primary_source,archive_event_number,link_web,secondary_source,secondary_source_ID,secondary_source_web,host_com_orig ,host_sci_orig,host_com_res,host_sci_res,host_colloq,host_sci_spec_res,family,epidemiological_unit,number_cases,number_susceptible,number_tested,number_deaths,age,sex,country_iso3,country_name,subnational_administration,city,location_detail,date_confirmed,date_reported,date_published,related_to_other_entries,related_ID,test,sampling_type,test_2,sampling_type_2,test_3,sampling_type_3,negative_test,negative_sampling_type,negative_test_2,negative_sampling_type_2,reason_for_testing,symptoms,outcome,living_conditions,source_of_infection,variant,control_measures,original_source,link_original_source
20201223.8042405_1,ProMED,20201223.8042405,https://promedmail.org/promed-post/?id=8042405,WAHIS,IN_37147,https://wahis.woah.org/#/in-review/3449?reportId=19278&fromPage=event-dashboard-url,domestic cat,Felis catus,domestic cat,Felis catus,cat,Felis catus,Felidae,animal,1,2,2,0,NS,NS,USA,United States,Texas,NS,NA,NS,2020-12-18,2020-12-23,new,NA,PCR,NS,gene sequencing,NS,NA,NA,NA,NA,NA,NA,confirmed human case,respiratory,NS,pet,human,NA,isolation,WAHIS,https://wahis.woah.org/#/in-review/3449?reportId=19278&fromPage=event-dashboard-url
20201223.8042405_2,ProMED,20201223.8042405,https://promedmail.org/promed-post/?id=8042405,WAHIS,IN_37147,https://wahis.woah.org/#/in-review/3449?reportId=19278&fromPage=event-dashboard-url,domestic cat,Felis catus,domestic cat,Felis catus,cat,Felis catus,Felidae,animal,1,2,2,0,NS,NS,USA,United States,Texas,NS,NA,NS,2020-12-18,2020-12-23,living together,20201223.8042405_1,PCR,NS,gene sequencing,NS,NA,NA,NA,NA,NA,NA,confirmed human case,subclinical,NS,pet,human,NA,isolation,WAHIS,https://wahis.woah.org/#/in-review/3449?reportId=19278&fromPage=event-dashboard-url
20201223.8042405_3,ProMED,20201223.8042405,https://promedmail.org/promed-post/?id=8042405,WAHIS,IN_37147,https://wahis.woah.org/#/in-review/3449?reportId=19278&fromPage=event-dashboard-url,domestic dog,Canis lupus familiaris,dog,Canis lupus familiaris,dog,Canis lupus,Canidae,animal,1,2,1,0,NS,NS,USA,United States,Florida,NS,NA,NS,2020-12-18,2020-12-23,new,NA,PCR,NS,gene sequencing,NS,NA,NA,NA,NA,NA,NA,confirmed human case,unrelated symptoms,recovery,pet,human,NA,isolation,WAHIS,https://wahis.woah.org/#/in-review/3449?reportId=19278&fromPage=event-dashboard-url
20201223.8042405_4,ProMED,20201223.8042405,https://promedmail.org/promed-post/?id=8042405,WAHIS,IN_37147,https://wahis.woah.org/#/in-review/3449?reportId=19278&fromPage=event-dashboard-url,domestic dog,Canis lupus familiaris,dog,Canis lupus familiaris,dog,Canis lupus,Canidae,animal,1,1,1,0,NS,NS,USA,United States,Pennsylvania,NS,NA,NS,2020-12-18,2020-12-23,new,NA,PCR,NS,gene sequencing,NS,NA,NA,NA,NA,NA,NA,confirmed human case,unrelated symptoms,NS,pet,human,NA,isolation,WAHIS,https://wahis.woah.org/#/in-review/3449?reportId=19278&fromPage=event-dashboard-url
20201223.8042405_5,ProMED,20201223.8042405,https://promedmail.org/promed-post/?id=8042405,WAHIS,IN_37147,https://wahis.woah.org/#/in-review/3449?reportId=19278&fromPage=event-dashboard-url,domestic cat,Felis catus,domestic cat,Felis catus,cat,Felis catus,Felidae,animal,1,1,1,0,NS,NS,USA,United States,Texas,NS,NA,NS,2020-12-18,2020-12-23,new,NA,PCR,NS,gene sequencing,NS,NA,NA,NA,NA,NA,NA,confirmed human case,subclinical,NS,pet,human,NA,isolation,WAHIS,https://wahis.woah.org/#/in-review/3449?reportId=19278&fromPage=event-dashboard-url
20201223.8042405_6,ProMED,20201223.8042405,https://promedmail.org/promed-post/?id=8042405,WAHIS,IN_37147,https://wahis.woah.org/#/in-review/3449?reportId=19278&fromPage=event-dashboard-url,domestic cat,Felis catus,domestic cat,Felis catus,cat,Felis catus,Felidae,animal,1,1,1,0,NS,NS,USA,United States,Wisconsin,NS,NA,NS,2020-12-18,2020-12-23,new,NA,PCR,NS,gene sequencing,NS,NA,NA,NA,NA,NA,NA,confirmed human case,respiratory,recovery,pet,human,NA,isolation,WAHIS,https://wahis.woah.org/#/in-review/3449?reportId=19278&fromPage=event-dashboard-url
20201223.8042405_7,ProMED,20201223.8042405,https://promedmail.org/promed-post/?id=8042405,WAHIS,IN_37147,https://wahis.woah.org/#/in-review/3449?reportId=19278&fromPage=event-dashboard-url,domestic cat,Felis catus,domestic cat,Felis catus,cat,Felis catus,Felidae,animal,1,1,1,0,NS,NS,USA,United States,Texas,NS,NA,NS,2020-12-18,2020-12-23,new,NA,PCR,NS,gene sequencing,NS,NA,NA,NA,NA,NA,NA,confirmed human case,tremor and vomiting and sneezing,recovery,pet,human,NA,isolation,WAHIS,https://wahis.woah.org/#/in-review/3449?reportId=19278&fromPage=event-dashboard-url
20201223.8042405_8,ProMED,20201223.8042405,https://promedmail.org/promed-post/?id=8042405,WAHIS,IN_37147,https://wahis.woah.org/#/in-review/3449?reportId=19278&fromPage=event-dashboard-url,domestic dog,Canis lupus familiaris,dog,Canis lupus familiaris,dog,Canis lupus,Canidae,animal,1,2,1,0,NS,NS,USA,United States,Kansas,NS,NA,NS,2020-12-18,2020-12-23,new,NA,PCR,NS,gene sequencing,NS,NA,NA,NA,NA,NA,NA,confirmed human case,nasal discharge,NS,pet,human,NA,isolation,WAHIS,https://wahis.woah.org/#/in-review/3449?reportId=19278&fromPage=event-dashboard-url
20201226.8048809_1,ProMED,20201226.8048809,https://promedmail.org/promed-post/?id=8048809,WAHIS,IN_37289,https://wahis.woah.org/#/in-review/3460?reportId=19363&fromPage=event-dashboard-url,ferret,Mustela furo,domestic ferret,Mustela putorius furo,ferret,Mustela putorius,Mustelidae,animal,1,1,1,0,NS,NS,SVN,Slovenia,Celje,Celje,NA,2020-12-01,2020-12-23,2020-12-26,new,NA,PCR,NS,NA,NA,NA,NA,NA,NA,NA,NA,symptoms,gastrointestinal,NS,pet,human,NA,NS,WAHIS,https://wahis.woah.org/#/in-review/3449?reportId=19278&fromPage=event-dashboard-url
FUR_37348_1,WAHIS,FUR_37348,https://wahis.woah.org/#/in-review/3430?reportId=19405&fromPage=event-dashboard-url,NA,NA,NA,American mink,Neovison vison,American mink,Neogale vison,American mink,Neogale vison,Mustelidae,farm,NS,15000,NS,200,NS,NS,CAN,Canada,British Columbia,Fraser Valley,farm1,2020-12-05,2020-12-30,2020-12-30,update of,20201210.8008864_1,PCR,NS,virus sequencing,NS,NA,NA,NA,NA,NA,NA,confirmed human case,death,death,farm,human,B.1.1.73 ,culling,Delegate of Canada,NA
FUR_37348_2,WAHIS,FUR_37348,https://wahis.woah.org/#/in-review/3430?reportId=19405&fromPage=event-dashboard-url,NA,NA,NA,American mink,Neovison vison,American mink,Neogale vison,American mink,Neogale vison,Mustelidae,farm,NS,950,NS,33,NS,NS,CAN,Canada,British Columbia,Fraser Valley,farm1,2020-12-23,2020-12-30,2020-12-30,updated by,FUR_37450_1,PCR,NS,NA,NA,NA,NA,NA,NA,NA,NA,NS,gastrointestinal and death,death,farm,NS,NA,culling,Delegate of Canada,NA
FUR_37355_1,WAHIS,FUR_37355,https://wahis.woah.org/#/in-review/3449?reportId=19412&fromPage=event-dashboard-url,NA,NA,NA,domestic dog,Canis lupus familiaris,dog,Canis lupus familiaris,dog,Canis lupus,Canidae,animal,1,1,1,0,NS,NS,USA,United States,Pennsylvania,NS,NA,2020-12-21,2020-12-31,2020-12-31,new,NA,PCR,NS,gene sequencing,NS,NA,NA,NA,NA,NA,NA,NS,unrelated symptoms,recovery,pet,human,NS,isolation,Delegate of United States of America,NA
FUR_37355_2,WAHIS,FUR_37355,https://wahis.woah.org/#/in-review/3449?reportId=19412&fromPage=event-dashboard-url,NA,NA,NA,dog,Canis lupus familiaris,dog,Canis lupus familiaris,dog,Canis lupus,Canidae,animal,1,NS,NS,0,NS,NS,USA,United States,Arizona,NS,NA,2020-12-21,2020-12-31,2020-12-31,new,NA,virus neutralisation test,NS,NA,NA,NA,NA,NA,NA,NA,NA,NS,NS,NS,pet,NS,NA,NS,Delegate of United States of America,NA
FUR_37389_1,WAHIS,FUR_37389,https://wahis.woah.org/#/in-review/3420?reportId=19436&fromPage=event-dashboard-url,NA,NA,NA,American mink,Neovison vison,American mink,Neogale vison,American mink,Neogale vison,Mustelidae,farm,4,55000,5,5,NS,NS,LTU,Lithuania,Šiauliai,Pavartyciu,farm1,2020-12-30,2020-12-31,2020-12-31,updated by,FUR_154292_2,PCR,NS,NA,NA,NA,NA,NA,NA,NA,NA,confirmed human case,subclinical,death,farm,human,NA,selective culling,Delegate of Lithuania,NA
FUR_37491_1,WAHIS,FUR_37491,https://wahis.woah.org/#/in-review/3445?reportId=19494&fromPage=event-dashboard-url,NA,NA,NA,domestic dog,NS,dog,Canis lupus familiaris,dog,Canis lupus,Canidae,animal,1,1,1,0,NS,NS,MEX,Mexico,Mexico City,Mexico City,NA,2020-12-28,2021-01-07,2021-01-07,new,NA,PCR,nasal swab,PCR,oropharyngeal swab,NA,NA,NA,NA,NA,NA,confirmed human case,respiratory,NS,pet,human,NA,isolation,Delegate of Mexico,NA
FUR_37454_1,WAHIS,FUR_37454,https://wahis.woah.org/#/in-review/3403?reportId=19473&fromPage=event-dashboard-url,NA,NA,NA,cat,NS,domestic cat,Felis catus,cat,Felis catus,Felidae,animal,1,1,1,0,NS,NS,CHN,China,Hong Kong,Hong Kong,NA,2021-01-04,2021-01-08,2021-01-08,new,NA,PCR,swab (unspecified),NA,NA,NA,NA,NA,NA,NA,NA,confirmed human case,subclinical,NS,pet,human,NA,isolation,Delegate of Hong Kong,NA
FUR_37493_1,WAHIS,FUR_37493,https://wahis.woah.org/#/in-review/3449?reportId=19495&fromPage=event-dashboard-url,NA,NA,NA,domestic dog,Canis lupus familiaris,dog,Canis lupus familiaris,dog,Canis lupus,Canidae,animal,1,2,NS,0,NS,NS,USA,United States,Kansas,NS,NA,2020-12-31,2021-01-08,2021-01-08,living together,20201223.8042405_8,virus neutralisation test,NS,NA,NA,NA,NA,NA,NA,NA,NA,confirmed animal case,NS,NS,pet,animal,NA,isolation,Delegate of United States of America,NA
FUR_37493_2,WAHIS,FUR_37493,https://wahis.woah.org/#/in-review/3449?reportId=19495&fromPage=event-dashboard-url,NA,NA,NA,domestic cat,Felis catus,domestic cat,Felis catus,cat,Felis catus,Felidae,animal,1,1,1,1,NS,NS,USA,United States,Virginia,Harrisonburg,NA,2020-12-31,2021-01-08,2021-01-08,new,NA,PCR,NS,gene sequencing,NS,NA,NA,NA,NA,NA,NA,NS,respiratory and cardiac,death,pet,human,NS,euthanasia,Delegate of United States of America,NA
FUR_37493_3,WAHIS,FUR_37493,https://wahis.woah.org/#/in-review/3449?reportId=19495&fromPage=event-dashboard-url,NA,NA,NA,domestic cat,Felis catus,domestic cat,Felis catus,cat,Felis catus,Felidae,animal,1,1,1,0,NS,NS,USA,United States,Florida,NS,NA,2020-12-31,2021-01-08,2021-01-08,new,NA,PCR,NS,gene sequencing,NS,NA,NA,NA,NA,NA,NA,NS,respiratory,recovery,pet,human,NS,isolation,Delegate of United States of America,NA
FUR_37450_1,WAHIS,FUR_37450,https://wahis.woah.org/#/in-review/3430?reportId=19405&fromPage=event-dashboard-url,NA,NA,NA,American mink,Neovison vison,American mink,Neogale vison,American mink,Neogale vison,Mustelidae,farm,NS,950,3,33,NS,NS,CAN,Canada,British Columbia,Fraser Valley,farm1,2020-12-05,2020-12-30,2020-12-30,update of,FUR_37348_1,PCR,NS,virus sequencing,NS,NA,NA,NA,NA,NA,NA,NS,gastrointestinal and death,death,farm,NS,B.1.1.73 ,culling,Delegate of Canada,NA
20210112.8095510_1,ProMED,20210112.8095510,https://promedmail.org/promed-post/?id=8095510,WAHIS,FUR_37553,https://wahis.woah.org/#/in-review/3449?reportId=19524&fromPage=event-dashboard-url,western lowland gorilla,Gorilla gorilla gorilla,western lowland gorilla,Gorilla gorilla gorilla,gorilla,Gorilla gorilla,Hominidae,animal,3,8,NS,0,NS,NS,USA,United States,California,San Diego,NA,2021-01-08,2021-01-12,2021-01-12,new,NA,PCR,faecal sample,gene sequencing,NS,NA,NA,NA,NA,NA,NA,symptoms,respiratory,NS,zoo,NS,NS,isolation,San Diego Zoo,not available
FUR_37526_1,WAHIS,FUR_37526,https://wahis.woah.org/#/in-review/3441?reportId=19510&fromPage=event-dashboard-url,NA,NA,NA,mink,NS,American mink,Neogale vison,American mink,Neogale vison,Mustelidae,farm,10,3500,10,200,NS,NS,GRC,Greece,Western Macedonia,Kozani,farm1,2021-01-08,2021-01-12,2021-01-12,new,NA,PCR,oropharyngeal swab,virus sequencing,NS,NA,NA,NA,NA,NA,NA,confirmed human case and increased number of deaths,respiratory and death,NS,farm,human,NS,movement control,Delegate of Greece,NA
FUR_37526_2,WAHIS,FUR_37526,https://wahis.woah.org/#/in-review/3441?reportId=19510&fromPage=event-dashboard-url,NA,NA,NA,mink,NS,American mink,Neogale vison,American mink,Neogale vison,Mustelidae,farm,20,14000,20,0,NS,NS,GRC,Greece,Western Macedonia,Kozani,farm2,2021-01-08,2021-01-12,2021-01-12,new,NA,PCR,oropharyngeal swab,virus sequencing,NS,NA,NA,NA,NA,NA,NA,confirmed human case,subclinical,NS,farm,human,NS,movement control,Delegate of Greece,NA
FUR_37526_3,WAHIS,FUR_37526,https://wahis.woah.org/#/in-review/3441?reportId=19510&fromPage=event-dashboard-url,NA,NA,NA,mink,NS,American mink,Neogale vison,American mink,Neogale vison,Mustelidae,farm,5,3200,20,0,NS,NS,GRC,Greece,Western Macedonia,Kastoria,farm1,2021-01-08,2021-01-12,2021-01-12,new,NA,PCR,oropharyngeal swab,virus sequencing,NS,NA,NA,NA,NA,NA,NA,confirmed human case,subclinical,NS,farm,human,NS,movement control,Delegate of Greece,NA
FUR_37526_4,WAHIS,FUR_37526,https://wahis.woah.org/#/in-review/3441?reportId=19510&fromPage=event-dashboard-url,NA,NA,NA,mink,NS,American mink,Neogale vison,American mink,Neogale vison,Mustelidae,farm,5,3000,20,0,NS,NS,GRC,Greece,Western Macedonia,Kastoria,farm2,2021-01-08,2021-01-12,2021-01-12,new,NA,PCR,oropharyngeal swab,virus sequencing,NS,NA,NA,NA,NA,NA,NA,confirmed human case,subclinical,NS,farm,human,NS,movement control,Delegate of Greece,NA
FUR_37553_1,WAHIS,FUR_37553,https://wahis.woah.org/#/in-review/3449?reportId=19524&fromPage=event-dashboard-url,NA,NA,NA,western lowland gorilla,Gorilla gorilla gorilla,western lowland gorilla,Gorilla gorilla gorilla,gorilla,Gorilla gorilla,Hominidae,animal,1,8,NS,0,NS,NS,USA,United States,California,San Diego,NA,2021-01-08,2021-01-12,2021-01-12,living together,20210112.8095510_1,PCR,NS,gene sequencing,NS,NA,NA,NA,NA,NA,NA,NS,subclinical,NS,zoo,NS,NS,isolation,Delegate of United States of America,NA
FUR_37602_1,WAHIS,FUR_37602,https://wahis.woah.org/#/in-review/3449?reportId=19557&fromPage=event-dashboard-url,NA,NA,NA,domestic cat,Felis catus,domestic cat,Felis catus,cat,Felis catus,Felidae,animal,1,1,1,0,NS,NS,USA,United States,Kansas,NS,NA,2021-01-11,2021-02-14,2021-02-14,new,NA,PCR,NS,gene sequencing,NS,NA,NA,NA,NA,NA,NA,NS,unrelated symptoms,death not related to Sars-CoV-2,pet,human,NS,NA,Delegate of United States of America,NA
FUR_37602_2,WAHIS,FUR_37602,https://wahis.woah.org/#/in-review/3449?reportId=19557&fromPage=event-dashboard-url,NA,NA,NA,domestic cat,Felis catus,domestic cat,Felis catus,cat,Felis catus,Felidae,animal,1,1,1,0,NS,NS,USA,United States,California,NS,NA,2021-01-11,2021-02-14,2021-02-14,new,NA,PCR,NS,gene sequencing,NS,NA,NA,NA,NA,NA,NA,NS,NS,recovery,pet,human,NS,isolation,Delegate of United States of America,NA
20210117.8111937_1,ProMED,20210117.8111937,https://promedmail.org/promed-post/?id=8111937,NA,NA,NA,domestic cat,NS,domestic cat,Felis catus,cat,Felis catus,Felidae,animal,1,NS,1,0,NS,NS,RUS,Russian Federation,Leningrad,St. Petersburg,NA,NS,NA,2021-01-17,new,NA,NS,nasal swab,NS,laryngeal swab,gene sequencing,NS,NA,NA,NA,NA,symptoms,observed symptoms not specified,expected recovery,pet,human,GR clade,NS,Tass,https://tass.com/science/1245025
FUR_37759_1,WAHIS,FUR_37759,https://wahis.woah.org/#/in-review/3445?reportId=19661&fromPage=event-dashboard-url,NA,NA,NA,dog,NS,dog,Canis lupus familiaris,dog,Canis lupus,Canidae,animal,1,7,NS,0,NS,NS,MEX,Mexico,Mexico,Toluca,NA,2021-01-15,2021-01-20,2021-01-20,new,NA,PCR,nasal swab,PCR,oropharyngeal swab,NA,NA,NA,NA,NA,NA,NS,respiratory,NS,pet,human,NA,treatment,Delegate of Mexico,NA
IN_37725_1,WAHIS,IN_37725,https://wahis.woah.org/#/in-review/3500?reportId=19640&fromPage=event-dashboard-url,NA,NA,NA,American mink,NS,American mink,Neogale vison,American mink,Neogale vison,Mustelidae,farm,10,3100,NS,3100,NS,NS,ESP,Spain,Galicia,A Baña,farm1,2021-01-19,2021-01-21,2021-01-21,new,NA,PCR,NS,NA,NA,NA,NA,NA,NA,NA,NA,NS,subclinical,death,farm,NS,NA,culling,Delegate of Spain,NA
FUR_37718_1,WAHIS,FUR_37718,https://wahis.woah.org/#/in-review/3350?reportId=19634&fromPage=event-dashboard-url,NA,NA,NA,domestic cat,Felis catus,domestic cat,Felis catus,cat,Felis catus,Felidae,animal,1,2,NS,0,NS,NS,BRA,Brazil,Pernambuco,Moreno,NA,NS,2021-01-22,2021-01-22,new,NA,PCR,NS,NA,NA,NA,NA,NA,NA,NA,NA,confirmed human case,subclinical,NS,pet,human,NA,NS,Delegate of Brazil,NA
FUR_37718_2,WAHIS,FUR_37718,https://wahis.woah.org/#/in-review/3350?reportId=19634&fromPage=event-dashboard-url,NA,NA,NA,domestic cat,Felis catus,domestic cat,Felis catus,cat,Felis catus,Felidae,animal,1,1,1,0,NS,NS,BRA,Brazil,Pernambuco,Recife,NA,NS,2021-01-22,2021-01-22,new,NA,PCR,NS,NA,NA,NA,NA,NA,NA,NA,NA,confirmed human case,subclinical,NS,pet,human,NA,NS,Delegate of Brazil,NA
FUR_37718_3,WAHIS,FUR_37718,https://wahis.woah.org/#/in-review/3350?reportId=19634&fromPage=event-dashboard-url,NA,NA,NA,domestic dog,Canis lupus familiaris,dog,Canis lupus familiaris,dog,Canis lupus,Canidae,animal,1,1,1,0,NS,NS,BRA,Brazil,Paraná,Curitiba,household1,NS,2021-01-22,2021-01-22,new,NA,PCR,NS,NA,NA,NA,NA,NA,NA,NA,NA,confirmed human case,NS,NS,pet,human,NA,NS,Delegate of Brazil,NA
FUR_37718_4,WAHIS,FUR_37718,https://wahis.woah.org/#/in-review/3350?reportId=19634&fromPage=event-dashboard-url,NA,NA,NA,domestic dog,Canis lupus familiaris,dog,Canis lupus familiaris,dog,Canis lupus,Canidae,animal,1,1,1,0,NS,NS,BRA,Brazil,Paraná,Curitiba,household2,NS,2021-01-22,2021-01-22,new,NA,PCR,NS,NA,NA,NA,NA,NA,NA,NA,NA,confirmed human case,NS,NS,pet,human,NA,NS,Delegate of Brazil,NA
FUR_37718_5,WAHIS,FUR_37718,https://wahis.woah.org/#/in-review/3350?reportId=19634&fromPage=event-dashboard-url,NA,NA,NA,domestic dog,Canis lupus familiaris,dog,Canis lupus familiaris,dog,Canis lupus,Canidae,animal,1,1,1,0,NS,NS,BRA,Brazil,Paraná,Curitiba,household3,NS,2021-01-22,2021-01-22,new,NA,PCR,NS,NA,NA,NA,NA,NA,NA,NA,NA,confirmed human case,NS,NS,pet,human,NA,NS,Delegate of Brazil,NA
FUR_37718_6,WAHIS,FUR_37718,https://wahis.woah.org/#/in-review/3350?reportId=19634&fromPage=event-dashboard-url,NA,NA,NA,domestic dog,Canis lupus familiaris,dog,Canis lupus familiaris,dog,Canis lupus,Canidae,group,2,5,NS,0,NS,NS,BRA,Brazil,Paraná,Curitiba,NA,NS,2021-01-22,2021-01-22,new,NA,PCR,NS,NA,NA,NA,NA,NA,NA,NA,NA,confirmed human case,NS,NS,pet,human,NA,NS,Delegate of Brazil,NA
FUR_37718_7,WAHIS,FUR_37718,https://wahis.woah.org/#/in-review/3350?reportId=19634&fromPage=event-dashboard-url,NA,NA,NA,domestic cat,Felis catus,domestic cat,Felis catus,cat,Felis catus,Felidae,animal,1,1,1,0,NS,NS,BRA,Brazil,Paraná,Curitiba,NA,NS,2021-01-22,2021-01-22,new,NA,PCR,NS,NA,NA,NA,NA,NA,NA,NA,NA,confirmed human case,NS,NS,pet,human,NA,NS,Delegate of Brazil,NA
FUR_37755_1,WAHIS,FUR_37755,https://wahis.woah.org/#/in-review/3449?reportId=19659&fromPage=event-dashboard-url,NA,NA,NA,domestic cat,Felis catus,domestic cat,Felis catus,cat,Felis catus,Felidae,animal,1,1,1,0,NS,NS,USA,United States,Arkansas,NS,NA,2021-01-22,2021-01-22,2021-01-22,new,NA,gene sequencing,NS,NA,NA,NA,NA,NA,NA,NA,NA,confirmed human case and symptoms,unrelated symptoms,recovery,pet,human,NA,isolation,Delegate of United States of America,NA
FUR_37755_2,WAHIS,FUR_37755,https://wahis.woah.org/#/in-review/3449?reportId=19659&fromPage=event-dashboard-url,NA,NA,NA,domestic cat,Felis catus,domestic cat,Felis catus,cat,Felis catus,Felidae,animal,1,3,1,0,NS,NS,USA,United States,Tennessee,NS,NA,2021-01-20,2021-01-22,2021-01-22,new,NA,PCR,NS,gene sequencing,NS,NA,NA,NA,NA,NA,NA,NS,respiratory,recovery,pet,human,NA,isolation,Delegate of United States of America,NA
20210125.8134087_1,ProMED,20210125.8134087,https://promedmail.org/promed-post/?id=8134087,NA,NA,NA,tiger,NS,tiger,Panthera tigris,tiger,Panthera tigris,Felidae,animal,1,2,1,1,17,f,SWE,Sweden,NS,NS,NA,2021-01-14,NA,2021-01-25,new,NA,NS,NS,gene sequencing,NS,NA,NA,NA,NA,NA,NA,symptoms,respiratory and neurological,death,zoo,human,B1.177.21,euthanasia,Karl Stahl DVM PhD as Acting State Epizootiologist at the Swedish National Veterinary Institute ,NA
20210125.8134087_2,ProMED,20210125.8134087,https://promedmail.org/promed-post/?id=8134087,NA,NA,NA,lion,NS,lion,Panthera leo,lion,Panthera leo,Felidae,group,4,4,4,0,NS,NS,SWE,Sweden,NS,NS,NA,NS,NA,2021-01-25,new,NA,NS,faecal sample,NA,NA,NA,NA,NA,NA,NA,NA,symptoms,respiratory,NS,zoo,human,NA,NS,Karl Stahl DVM PhD as Acting State Epizootiologist at the Swedish National Veterinary Institute ,NA
20210126.8138196_1,ProMED,20210126.8138196,https://promedmail.org/promed-post/?id=8138196,NA,NA,NA,cat,NS,domestic cat,Felis catus,cat,Felis catus,Felidae,animal,1,NS,NS,0,NS,NS,KOR,Republic of Korea,South Gyeongsang,Jinju,NA,NS,NA,2021-01-26,new,NA,PCR,nasal swab,PCR,oral swab,NA,NA,NA,NA,NA,NA,confirmed human case,NS,NS,pet,human,NA,NS,Hankyoreh ,http://english.hani.co.kr/arti/english_edition/e_national/980276.html
20210129.8146532_1,ProMED,20210129.8146532,https://promedmail.org/promed-post/?id=8146532,WAHIS,IN_37864,https://wahis.woah.org/#/in-review/3515?reportId=19722&fromPage=event-dashboard-url,mink,NS,American mink,Neogale vison,American mink,Neogale vison,Mustelidae,farm,2,1010,NS,1010,NS,NS,ESP,Spain,Ávila,Navatalgordo,farm1,2021-01-22,2021-01-26,2021-01-29,new,NA,PCR,NS,NA,NA,NA,NA,NA,NA,NA,NA,NS,subclinical,death,farm,human,NA,culling,WAHIS,https://wahis.woah.org/#/in-review/3515?reportId=19722&fromPage=event-dashboard-url
20210129.8146532_2,ProMED,20210129.8146532,https://promedmail.org/promed-post/?id=8146532,WAHIS,IN_37897,https://wahis.woah.org/#/in-review/3521?reportId=19741&fromPage=event-dashboard-url,cat,NS,domestic cat,Felis catus,cat,Felis catus,Felidae,animal,1,1,1,0,NS,NS,CHE,Switzerland,St. Gallen,Walenstadt,NA,2021-01-27,2021-01-28,2021-01-29,new,NA,PCR,NS,NA,NA,NA,NA,NA,NA,NA,NA,confirmed human case,subclinical,NS,pet,human,NA,isolation,WAHIS,https://wahis.woah.org/#/in-review/3521?reportId=19741&fromPage=event-dashboard-url
20210129.8146532_3,ProMED,20210129.8146532,https://promedmail.org/promed-post/?id=8146532,WAHIS,IN_37897,https://wahis.woah.org/#/in-review/3521?reportId=19741&fromPage=event-dashboard-url,cat,NS,domestic cat,Felis catus,cat,Felis catus,Felidae,animal,1,1,1,0,NS,NS,CHE,Switzerland,Zürich,Zürich,NA,2021-01-27,2021-01-28,2021-01-29,new,NA,PCR,NS,NA,NA,NA,NA,NA,NA,NA,NA,confirmed human case,subclinical,NS,pet,human,NA,isolation,WAHIS,https://wahis.woah.org/#/in-review/3521?reportId=19741&fromPage=event-dashboard-url
